nome,ano,nota,votos,descricao,generos
478. Tactics Ogre: Let Us Cling Together,1995,8.6,(141),"The land of Valeria is in a state of constant tension between the three nations that populate it. The Gargastan people, which constitute the majority, find themselves in a turbulent political situation. The Walstanian minority is being oppressed by the more powerful neighbors. The king of Bacrum, a nation that considered itself Valeria's elite, eventually gained the upper hand in the struggle, and managed to establish an era of peace and stability. All this ended when mysterious accidents began to plague the royal family. A new conflict arose, and eventually led to the ethnic cleansing of the Walstanians. Denim Powell, one of the survivors, embarks on a quest for revenge against those who slaughtered his people.","['Action', 'Adventure', 'Fantasy']"
479. Suicide for Him,2021,8.6,(6),A mysterious and deep story with multiple endings. Help Akai protecting her little brother from the bullies and follow the light through your dreams.,['Action']
480. World Gone Sour,2011,8.6,(7),,
481. Yo-kai Watch 2: Shinuchi,2014,8.6,(35),,['Adventure']
482. Stella Deus: The Gate of Eternity,2004,8.6,(109),"Spero, a young man who is caught in the middle of a growing conflict between various religious factions, which in turn are being spurred by the advance of the Miasma, a force that will destroy all life.","['Adventure', 'Fantasy', 'Mystery']"
483. Blood: Death Wish,2011,8.6,(7),,"['Action', 'Adventure', 'Fantasy']"
484. Drakan: Order of the Flame,1999,8.6,(80),,"['Action', 'Adventure', 'Fantasy']"
485. Chronicle of Innsmouth: Mountains of Madness,2021,8.6,(5),,['Horror']
486. RollerCoaster Tycoon 2,2002,8.6,(468),"Sequel to RollerCoaster Tycoon, introducing a more robust system for building structures, greater flexibility by allowing pieces of scenery, rides, and other structures to be placed at varying heights above and below ground.",['Adventure']
487. Steins;Gate: Linear Bounded Phenogram,2013,8.6,(58),"You followed Okarin through the labyrinth of time and space; now relive the twists and turns of Steins;Gate through the eyes of Kurisu, Suzuha, Daru, and the rest of the Future Gadget Lab members. See how they faced the startling events of the game; hear their thoughts and experience their battles firsthand. This incredible visual novel gives you the rest of the story, with new revelations that will amaze even the most jaded Steins;Gate fan. The drama of Steins;Gate continues. Don't miss it.","['Adventure', 'Sci-Fi']"
488. Castlevania Advance Collection,2021,8.6,(21),"Compilation of the GBA titles ""Castlevania: Circle of the Moon (2001)"", ""Castlevania: Harmony of Dissonance (2002)"", ""Castlevania: Aria of Sorrow (2003)"" as well as the SNES title ""Castlevania: Dracula X (1995)"". Also includes a music player and a gallery of concept artwork and scans of the original game packaging.","['Action', 'Adventure', 'Fantasy']"
489. The Gray Garden,2012,8.6,(6),,['Fantasy']
490. Jupiter Hell,2019,8.6,(6),"Jupiter Hell is a turn-based shooter from the depths of cosmic hell, Rip and tear zombies, demons, and heavy metal monstrosities with chainguns and chainsaws. Like chess - with shotguns.","['Action', 'Adventure', 'Fantasy']"
491. Mystic Messenger,2016,8.6,(32),"Mystic Messenger is a South Korean otome game or oriented visual novel game developed by Cheritz. It was released on July 8, 2016 for Android and August 18, 2016 for iOS.",['Romance']
492. Ogre Battle 64: Person of Lordly Caliber,1999,8.6,(36),Ogre Battle 64: Person of Lordly Caliber is a tactical RPG released for the Nintendo 64 system.,"['Action', 'Adventure', 'Fantasy']"
493. Ultima VII: The Black Gate,1992,8.6,(134),"The Avatar is called back to Britannia and is asked to solve a murder. While doing so, the plans of an evil force unfold.","['Adventure', 'Fantasy']"
494. Wallace & Gromit Cracking Animator,1997,8.6,(31),,['Family']
495. Privateer,1993,8.6,(179),"Play as a Privateer trying to make a living in space defending bases, fighting off pirates, delivering stock goods or helping the government's scouts.","['Action', 'Adventure', 'Sci-Fi']"
496. Street Fighter: Puzzle Spirits,2014,8.6,(7),A mobile phone fighting puzzle game.,['Action']
497. Thomas & Friends: Misty Island Rescue,2010,8.6,(45),,['Animation']
498. The Nameless Mod,2009,8.6,(5),"The Nameless Mod (TNM) is a third-party total conversion modification released for the first-person shooter video game Deus Ex in 2009 by Off Topic Productions. It was in development for seven years, during which it was highly anticipated. It contains two main storylines, each taking 15 hours or longer to play through, depending on whether the player focuses on exploration and completing secondary objectives rather than completing the main story.","['Action', 'Adventure', 'Comedy']"
499. The Cosmic Wheel Sisterhood,2023,8.6,(15),,"['Adventure', 'Drama']"
500. Strike Commander,1993,8.6,(55),,['Action']
